review,sentiment
xoài lắc mà làm xoài chín cóc thì đéo gọt võ ăn mắc nghẹn chết,negative
sữa_chua uống vào ngọt quá,negative
bún không ngon và không giống hình đặt bún riêu mà có cả chả cá,negative
thứ nhất là mình nói về shiper mình không đặt thêm tô tự lấy tô xong bắt mình lấy và thêm pricev còn về quán rau thì bầm úng chanh thì bé xíu không biết vắt có ra nước không mà numberv miếng còn vắt rồi nữa chứ nói_chung không có cái gì ổn hết nha,negative
thập_cẩm đặt biệt mà sao không thấy có rêu chả cá không thôi mà tô pricev thì chưa ok lắm,negative
dưới pricevm freship mà lấy tiền ship pricev lần trong ap của em pricev ap shiper pricev là sao tức ghê,negative
không biết phải do tài_xế nhận đơn nhưng đặt lộn hay do quán nhầm nữa đặt mấy lần tô bún đặc_biệt thì mình đều phải nói rõ lại món cho tài_xế nghe còn lần này mình quên nên đặt mà không thấy có miếng chả cá nào cả,negative
nước_lèo quá tệ quán cần cải_thiện hơn món ăn_không ngon không hài_lòng về bún_chả,negative
có ship không nói cho họ biết ship chỗ khác,negative
mua về bỏ không uống được nghĩ sao chè dưỡng nhan bỏ đông đá để lâu uống mà đau bụng,negative
numberv tô pricev bán đắt vậy shop đã thế còn không có rau_sống ăn kèm trên hình shop đăng có mực có thịt lúc nhận được đâu có,negative
mấy bữa ăn rất ngon nhưng nay bò kho có mùi gián,negative
mọi người không nên ăn nha tô bún pricev mà bán thua pricev nữa nghĩ sao có numberv miếng thịt hết thì nói hết chứ bỏ bậy thế này là không được quá không hài_lòng,negative
mình đặt mỳ gà trứng cút mà thấy toàn gà không,negative
bán bún quá mắc không như trong hình tô numberv mà như numberv bữa sau không ăn nữa,negative
đặt mì qủang gà mà,negative
súp hôm_nay không bỏ muối_ăn nhạt toẹt đề_nghị cải_thiện thêm oki shop nhá yêu shop,negative
cháo bị thui có mùi,negative
mình có order súp cua nhưng không thấy cua súp quá ít ăn sựt sựt lần đầu ăn dở như thế này,negative
trà vải mà không có vải numberv ly trà pricev không có trái vải nào,negative
hic đặt nước ép dâu lại đi gửi sinh_tố,negative
với pricev em thấy thật_sự quá ít cả thịt và bún em thấy nên lần sau nên bỏ thêm nhiều hơn,negative
quá ít quá ít quá ít quá ít quá ít quá ít quá ít quá ít quá ít,negative
món ăn ngon thịt nhiều xốt vừa phải không bị quá mặn,negative
siêu ít mà còn ngọt ngọt lờ_lợ nữa chắc đặt lần đầu cũng là lần cuối,negative
không cẩn_thận mua cơm sườn nhưng quán lại quên bỏ sườn chỉ bỏ mỗi trứng,negative
đắt,negative
quán ơi trứng nướng phô_mai mà em chả thấy phô_mai đâu luôn ấy rồi còn đã note không xúc_xích vẫn xuất_hiện mấy cục bé tí rồi món này nghĩ sao mà bỏ hành sống vậy trời mùi hăng hết cả hộp luôn ấy,negative
rất chi_là đắt ăn tại_chỗ thì dơ đặt về thì ít chất_lượng đi xuống quá,negative
đồ ăn tệ không như giá tok lắc phô_mai pricev đúng numberv cục chiên lên còn sống nữa,negative
đặt kimpap mà không có tương_ớt mà kèm kim chi chua líu_lưỡi numberv phần pricev được numberv miếng,negative
không bỏ xí muội,negative
tôi chưa nhận được đồ_dùng trà tắc xí muội mà tôi đã đặt quán,negative
thất_vọng bị đổ hết phần nữa mong lần sau không như thế này kiểm_tra ly kĩ,negative
order ly trà tắc cầm cái ly thấy sợi tóc không dám uống luôn buồn dễ sợ,negative
đã nói là không đá rồi vì người_ta đang ốm uống lạnh không được vậy mà lần nào cũng bỏ đá vào rồi vớt ra cho lạnh làm dịch_vụ gì tài lanh quá có ai mướn đâu,negative
sinh_tố bơ bị đắng vị thì nhạt_nhẽo_tệ bữa trước đặt sinh_tố xoài ổn nên đặt lại nào_ngờ buồn quá,negative
sữa_chua hơi đắng lạt nói_chung không hợp_khẩu_vị cần cải_thiện thêm,negative
cafe hơi nhạt so với mấy lần uống,negative
mình đặt lần thứ numberv mà lần này thật_sự quá thất_vọng thịt gì toàn mỡ không,negative
đặt cá kho mà giao cá_chiên chán hết nói luôn bỏ thêm mấy miếng thịt mỡ nữa nói_chung chẳng ăn được gì,negative
buộc canh lỏng_lẻo làm đổ hết canh cực_kỳ cẩu_thả làm_ăn vậy thì chết,negative
nay gà mặn quá quán ơi quán là quán ruột của em mà nay quán kho gà mặn quá quán rút kinh_nghiệm nha em thương quán nên vẫn đáng_giá hài_lòng đó,negative
gà hôm_nay bị mặn quá,negative
đóng_gói sản_phẩm của mình là người lớn_tuổi hơn mình thì mình cũng_nên có cái gì đó cẩn_thận,negative
thức_ăn tôi cảm như ngày_càng bị cắt_xén lần numberv cơn gà ok gà to có thêm đồ ăn kèm lần numberv gà to toàn rau lần numberv gà nhỏ có thêm đồ ăn kèm lần numberv gà nhỏ toàn rau thực_sự rất buồn,negative
ghi_chú cơm thập_cẩm vẫn không bán đúng cơm gân trộn cũng đưa thành numberv hộp thập_cẩm,negative
đồ ăn còn nguyên hột muối quán nên cẩn_thận hơn hic hic hic,negative
đã có ghi chúp không bỏ long mề gan nhưng quán cẩn bỏ vào,negative
trà sữa cho quá nhiều đá percentv là đá nên cho đánh_giá chưa hài_lòng,negative
mình đặt numberv trà sữa và numberv sữa_tươi nhưng lại giao mình numberv ly trà sữa,negative
trà sữa rất ngon và miễn_phí thêm vài cọng lông nữa nhìn cưng xỉu,negative
trà sữa pricev giảm_giá còn pricev nên chất_lượng cũng đúng pricev luôn,negative
đề giảm_giá percentv nhưng chỉ giảm khoảng percentv thôi yêu_cầu cửa_hàng phải trung_thực numberv chút,negative
đặt trà sữa matcha size ful thạch nhưng lại thành trà sữa thường,negative
quán dở thúi lắm không ngon nên khuyến_mãi là đúng rồi ăn_uống nữa,negative
xin thêm rau_sống với ớt mà không có còn không có chanh,negative
mình đặt hủ_tiếu chả trứng thì không có trứng đâu tạm ổn thôi,negative
nước_dùng khá mặn lần sau nhạt hơn numberv xíu nữa là sẽ ngon hơn,negative
đặt mì ship hủ_tiếu quán hết thì báo hộ cái chớ chịu luôn,negative
hơi mặn tý,negative
tô hủ_tiếu pricev numberv cái trứng cút numberv lát chả mỏng thì hài_lòng gì,negative
đặt hủ tíu khô nhưng quán làm mỳ tôm,negative
không bỏ muỗn nen khách phai tự lấy tay bốc ăn món ăn đã đắt mà_lại không ngon,negative
lần đầu ăn tô bún dở vô_hậu như vậy bỏ hết cả tô chả dở nước dở riêu loãng mún mửa luôn cứu_mạng tin mấy review rồi mất tiền oan_ức trong cuộc_đời chưa ăn món nào dở như_vậy,negative
mặn lắm luôn,negative
đồ nhiều thật nhưng mà sao mình ăn vào đau bụng chạy mấy lần luôn,negative
đặt bún riêu cua ship bún_chả cá làm_ăn chi hay rứa ủa alo,negative
không có nổi numberv cục chả cá ăn_cướp tráo trợn vậy_mà cũng được hả bán hàng đéo tâm đẻ con đéo có lỗ_đít,negative
ít riêu quá không được như hình nhìn rất buồn cửa_hàng cần cãi thiện hơn,negative
bảo tô đặt biệt có chả hâp và chiên mà nhận toàn chả chiên nêu hêt thi báo để minh đôi bún riêu thôi,negative
hơi nhạt bún bị lạnh mong quán cải_thiện,negative
bún quá dở không chất_lượng quá sai_lầm khi đặt mà giá còn đắt hơn ngoài vừa tốn tiền không đáng,negative
quá tệ tôi chưa bao_giờ uống numberv ly trà sữa quá dở như thế này,negative
trà sữa nhạt hơn trước không nghe được một_chút mùi_vị của trà sữa,negative
do em hên nên được hẳn miếng nhựa nhỏ bằng móng tay út trong trà sữa,negative
kém đắt và quá tệ trà sửa gì đâu vậy chán quá đà_nẵng sao bán_vậy,negative
mua bún ship nước và huyết đến lây numberv ngàn buôn_bán vậy sao ai dám ăn nua,negative
bún_bò mà không thấy bò đâu thấy toàn là da_bò không dám ăn lần thứ numberv quá dở,negative
chất_lượng món ăn_không ngon bún_bò nhưng đa_phần là mỡ và nội tạng,negative
bún quá mặn bún_bò mà không thấy bò đâu hết tô pricev quá dỡ toàn mỡ với gì gì không không đáng pricev,negative
mình chưa bao_giờ thất_vọng như vậy quá tệ bún_bò rất là mặn giao hàng lại lâu lần sau không dám,negative
quá dở gân bày nhày mỡ bò không có lấy lát tái năm đàng_hoàng cho ngta mùi hôi bò kinh_khủng nấu ruốc quá_đà nữa numberv pricev chứ ít gì quá tệ bye,negative
đã note là không hành lá và ớt vậy mà quán vẫn bỏ anhshiper muốn đổi lại mà quán không chịu,negative
huyết không đúng hình_ảnh hình_ảnh bán không đúng không chất_lượng không bán đúng như hình_ảnh đăng bán,negative
có con côn_trùng trong cháo đóng_gói đẹp muỗng nhựa cứng_cáp nhưng không thấy tí thịt bò nào,negative
bún dở vãi ra nước thì quá mặn tô pricev có numberv miếng chả lần đầu ăn bún mà dở_thế này không có lần sau nhé,negative
vâng numberv cành numberv hộp to_đùng như thế_nào đây,negative
nước_chấm quá mặn lần đầu mình ăn_ở đâu có nước_chấm mặn như_vậy với giá pricev thì không xứng_đáng,negative
mình đặt numberv tô bún riêu pricev nhưng trong tô chỉ vẻn_vẹn numberv miếng đậu chiên không có cục riêu nào thậm_chí nước_dùng cũng không có vị riêu mọi người nên cân_nhắc khi đặt_hàng,negative
vl tô bún riêu bắp bò pricevk bún còn có mùi chua sẽ không bao_giờ có lần numberv,negative
bánh_cuốn chi có chút ét không bỏ dính răng luôn ấy,negative
quá dở bánh_cuốn mà như cháo ăn lần numberv không có lần numberv,negative
xin nhiều sữ mà chắc hết sữa,negative
cafe cũng ngon nhưng sao gi miễn ship đặt rồi thấy tiền ship pricev là sao,negative
cho quá nhiều nước sốt mặn vãi bớt lại thì ngon,negative
thịt ít mà nước_dùng không ngon không được hài_lòng lần sau quán cần cải_thiện hơn_nữa,negative
bánh_mì hơi dịu thịt nướng có chỗ bị dai,negative
món ăn tệ cần cải_thiện,negative
bánh_tráng trộn hơi cay bánh_mì nướng ít toping đồ ăn ngon,negative
bạc xỉu hơi đắng sau nên cho nhiều sữa,negative
món hủ_tiếu đặt không giống hình trên hình thì báo đầy_ắp đủ hết mà ship về thì lèo_tèo numberv ít hà,negative
nưóc lèo ăn tạm ổn nhưng hinh ảnh không như hình đóng tô không cẩn_thận hoặc do vậnchuyển,negative
đủ đu xanh đắng ngét vậy_mà vẫn bào ra được không ra thể_thống gì,negative
quán làm kì mình đặt bột lọc chả mà cho toàn chả không có bột lọc cũng không nói lại mình biết để lựa món khác,negative
pricev mà rất dở vị ngọt bánh_mì dai toping lèo_tèo không đáng thử,negative
order ly trà đào pricev mà không có miếng đào nào cả hơi thất_vọng,negative
khổng_lồ kiểu gì đây hình_như đặt tiệm numberv lần rồi cả numberv lần đều không vừa_ý quá ít và đắt uống vị cũng dở,negative
quá ít nước đã bỏ đá nhiều rồi mà không đầy nổi cái ly quá thất_vọng chưa uống đã muốn đánh timevao rồi,negative
dở_tệ,negative
em đặt cơm sườn trứng pricev với thêm sườn kho là pricev mà không để vào cho em thế_mà tính tiền hẳn pricev,negative
đồ ăn để qua_ngày quá nhiều từ miếng cá đến miếng mực toàn nghe mùi ôi thiu,negative
cơm đặc biệc bốc mùi ghê_tởm trứng gà thì nhão cơm sường thì ok trà tắc thì ok nói_chung không xứng_đáng với số tiền bỏ ra numberv numberv ăn vô đau bụng chết mẹ,negative
quán ơi em có mua cơm thêm mà sao không bỏ cơm thêm vậy quán,negative
cơm nhão thịt ít toàn bỏ nhiều mỡ không ra vị gì cả pricev mà như hạch,negative
đồ ăn_không ngon nhìn như đồ ăn cũ không chất_lượng bằng những cửa_hàng khác mà cùng giá tiền,negative
trong hộp cơm gà mới mua có một cộng tóc dài trong hộp cơm gà,negative
mấy lần trước đồ ăn_không nhiều không ít chừ đặt lại thì có được chưa tới numberv miếng đồ ăn cơm nhạt_nhẽo,negative
bánh căn làm quá tệ như bánh cũ chiên lại không hài_lòng quán này chút nào,negative
mắm quá ngọt toping không vừa_ý không xứng_đáng với giá tiền sẽ không chọn cho lần sau,negative
bánh bị cháy đen còn xìu mềm rau thì hư bán kiểu này thì không có lần sau,negative
quán bán_nước gì mà không có có đá có ly mọi người đừng nên mua quán này nhé,negative
chán nước uống ít quá đặt coca mà không có cần quán thêm coca nữa,negative
bữa sau cho thêm mắm chứ lạt,negative
lần trước ngon mà lần này dở_ớt không cay mắm_nêm vị tệ mong lần sau ok hơn,negative
quên bỏ mắm_nêm vào phần ăn mong lần sau quán chú_ý hơn_nữa,negative
không ngon không đáng tiền mắm lại có xác nhiều nhìn không thấy hấp_dẫn nhìn miếng chả_là thấy phiền rồi,negative
pricev mà trông như pricev ăn thì chả có gì rau thì rau thúi rau dập lộn_xộn,negative
bún mắm phần pricev mà như phần pricev không có thịt heo quay chả thì mỏng đúng kiểu insivible còn về phần mắm_nêm thì hơi ngọt nên ăn_không được ngon cho lắm,negative
hơi ít so với những quán mình từng ăn với bánh_tráng bơ mà mình không thấy bơ đâu cả chỉ thấy sốt thôi,negative
chua_lè không bỏ đường,negative
milo dầm đặc_biệt pricev mà chỉ có numberv cái plan với trân_châu quá tệ,negative
giao nhầm món dở_tệ gọi lại không hỗ_trợ đổi món giao nhầm món dở_tệ gọi lại không hỗ_trợ đổi món,negative
để nghị quán nên bổ_sung thêm trà cho khách khi mua cà_phê uống cà_phê không có nước trà rất khó_chịu,negative
mua cà_phê nhưng xin trà đá không có hơi không hài_lòng vì là khách mua thường_xuyên,negative
mua cà_phê xin thêm ly trà đá nhưng không cho mọi bữa vẫn cho nay không cho hơi không hài_lòng,negative
bị nhầm món đặt sữa_tươi kem trứng sương sáo mà uống không có kem trứng lại nghe mùi cafe,negative
sữa_chua mức đào quá ngọt đối_với mình uống vào không cảm_nhận mùi sữa_chua,negative
món trà sữa thái xanh đặc_biệt trà sữa thái xanh ful toping toping siêu_dở không mua lại,negative
mình đặt numberv size và numberv size shop hết món size ship có gọi đến mình để đổi nhưng lúc nhận cả numberv ly đều là size,negative
trà sửa nướng kiểu gì thế không biết ngọt_lịm không có vị trà gì luôn,negative
có numberv thắc_mắc trà ổi là trà thanh_long đỏ hả,negative
trà sữa gạo chese dở nha uống không ngon tí sao sao lạt nhễ,negative
sai món nên không ưng trà ổi thanh thạch mình không có ổi có thanh_long đỏ,negative
uống không thấy vị trà nhiều không ngon lục trà_sữa trà sữa xingfu thì có màu xanh nhìn hơi sợ nhưng chắc là màu của nước đậu biếc chăng,negative
cafe sữa sài_gòn gì toàn đá không là đá uống cho viêm họng hay gì mà lắm đá thế không biết,negative
quán nên ghi là bún thịt luộc chứ chả có miếng heo quay nào hết,negative
bún heo quay mà không có heo quay toàn thịt luộc cảm_thấy không hài_lòng,negative
mình cảm_thấy không được ngon tuỳ cảm_nhận từng người,negative
bánh_cuốn nguội ít nhân chả không ngon rau làm không kĩ không mua lần sau,negative
nói_chung là quá dỡ mắm không ngon heo quay mà bỏ thịt luộc,negative
dở chưa bao_giờ ăn bún mắm dở như này không quay lại quán này lần sau,negative
giao thiếu món đặt combo numberv numberv gà xôi chiên cơm_lam mà giao mỗi gà với cơm_lam,negative
bán thì dở giao bún mà không giao nước chan ăn kiểu gì bán_buôn gì kì_vậy,negative
tất_cả đều ổn trừ nước sốt quá đặc cảm_giác ghê miệng,negative
tưởng đâu là bánh tiêu ai_ngờ là cái bánh dẹp hối_hận khi đặt mua đồ ăn như vậy_mà cũng đem lên loship không đáng tiền,negative
đặt thêm numberv kem trứng nhưng không thấy kem trứng đâu cửa_hàng nên xem_lại,negative
trà sữa ngon nhưng thật_sự kem chese nuốt không nổi luôn ấy vón cục cục uống vào như đang nhai cát ấy,negative
cần đầu_tư nắp hộp bọc như này gỡ ra sẽ hơi nhớp,negative
đặt viên phô_mai mà không thấy đâu rất không hài_lòng mong quán xem_lại,negative
phô_mai viên chưa chín ăn vẫn còn sượng quán xem_lại hi_vọng lần sau ăn sẽ khác,negative
quán giao nhầm món mà tôi đã oder tôi oder trà sữa kem che mà giao trà sữa thường,negative
mình mua trà sữa kem chese mà như kiểu mua đá đá ngập không thấy kem chese đâu mà ăn toàn đá là đá,negative
mình đặt ts trân_châu trắng khúc bạch nhưng không bỏ trân_châu trắng vào,negative
lâu ngày mới mua lại trà đào kemchese mà kem có vẻ bị chua rồi,negative
kem chese hồi trước ngon mà không hiểu sao hôm_nay lúc mới nhận kem chese bị kết_tủa lộm_cộm không_thể uống được luôn phải bỏ nguyên một ly,negative
tôi đặt trà sữa trân_châu đen thêm kem chese lúc shiper gọi là hết trân_châu đen rồi lúc giao thì không có kem chese tôi cần lời giải_thích,negative
không có chút vị quá lạc toàn nước khôg hài_lòng cho lắm,negative
trà sữa bình_thường ngon mà hôm_nay dở quá trân_châu sống_nhăn nhai không ra luôn,negative
không biết loại trà sữa nào mới có thạch,negative
thập_cẩm mà chả thấy có gì được xíu trân_châu với thạch đen nhỏ nhỏ hết chả có plan hay puding chi cả hơi thất_vọng,negative
hơi nhạt nghe vị không ngon cho lắm,negative
đồ uống ngon nhưng numberv lần đặt đồ thêm lại không bỏ mà tính tiền,negative
giao không đúng loại mình đặt sữa_tươi trân_châu đường đen nhưng khi nhận ly không đúng như đã đặt và còn nửa ly,negative
trà sữa hơi đắng,negative
sao em đặt là mì qủang gà trứng nhưng lại giao mì qủang cá vậy,negative
đặt mì gà mà giao thịt trứng tôm mong quán rút kinh_nghiệm,negative
nghĩ rằng pricev numberv ly hoá_ra bán pricev numberv ly lận quá đắt_giá,negative
đặt hai phần cuốn dẻo và một cuốn me mà giao cuốn pate với nem_chua rán,negative
đặt numberv phần bánh_tráng kẹp trứng mà sao giao có numberv phần vậy chán ghê,negative
hôi mùi gan quá không có_ăn được,negative
ăn cũng được nên nếm mặn thêm xíu nữa gan chưa mềm lắm hộp thì lủng chảy nước ra ngoài hết trơn không hài_lòng xíu nào nhưng châm_chước lần numberv còn như_vậy nữa thì sẽ đánh_giá không hài_lòng cảm_ơn chỉ đáng numberv sao,negative
phải bỏ riêng sốt với đồ ăn ra và phải cho xiên và phải tách riêng mỗi phần numberv hộp,negative
không giống hình nhìn thấy bánh trộn mà phát hoảng chẳng có gì hết bán không có tâm dỡ phí tiền,negative
bánh_nậm nhận thịt heo nhưng thịt hơi bị nhiều lông ăn cứ nhợn nhợn,negative
đồ ăn làm khá lâu tới nổi nem_chua rán dai cơ_đồ ăn không kèm xiên phải bốc tay ăn và không kèm mazone,negative
mì chưa được đậm vị,negative
lâu lắmemmới ăn lại nhưng không có ngon huhu emphải bỏ thêm ít muối mùi không có lun,negative
trân_châu cứng,negative
trà chanh không bỏ đường chua quá nhớ bỏ đường cho em nha_quán,negative
ly trà sữa không thạch nhưng lại quá ít poping và trân_châu hầu_như không có chỉ toàn đá,negative
phô_mai dầm plan mà không có vị phomai cho numberv viên phomai như numberv cái móng tay với numberv bánh plan nhìn ly trà sữa mà shock từ qua tới giờ chưa hết rất chê nha,negative
trà xanh cam quýt lô hội không như mong_đợi pricev nhưng không ngon cho khá ít đá nói_chung là không nên thử,negative
trà sữa nhưng vị trà quá đậm flan không ngon không có vị béo phomai viên tạm ổn,negative
mình đặt phô_mai tươi mà quán lại bỏ vài cục khúc bạch ly trà sữa la pricev mà không đúng yêu_cầu,negative
cũng là ocha house mà nó lạ lắm nói_thẳng là fàe hình_ảnh và khi nhận không giống mua numberv lần rồi thôi,negative
đặt numberv ly kèm toping mà không có ly nào có toping đã kèm theo làm_ăn kỳ_cục,negative
mình thấy không đáng với giá pricev được đúng numberv miếng thạch numberv kem plan thì không nói tới nhưng không nghĩ chỉ có numberv miếng thạch còn lại đâ thì nhiều,negative
mình thấy không đáng với cái giá pricev nếu_như để so_sánh với chỗ khác thì thật_sự không bằng có_lẽ đắt hơn là do dùng sữa dừa,negative
ly than tre kem trứng rất ít lun chỉ có tí dưới đáy thoi mong quán xem_lại không có thạch gì lun chỉ sữa không vị cũng oke,negative
quá ít toping không giống như hằng ngày đặt chủ_yếu là trà sữa thất_vọng không đặt nữa,negative
đặt numberv ly numberv trà sữa đặc_biệt và numberv ly trà sữa socola pho mai tươi nhưng không có phô_mai quán nên xem_lại đi,negative
chè thái gì thạch không thè thạch hay gì không hài_lòng nha trời_ơi không chấp_nhận,negative
đặt numberv đường giao numberv nẻo thái_độ mình nói thì kêu không biết là sao,negative
mình đặt size giao size và chỉ có nửa ly cafe thôi mình là khách quen nên khá thất_vọng,negative
cafe hơi ngọt,negative
siro dâu không đủ để có_thể cảm_nhận được vị,negative
mấy nay không được ngon nhé quán xem_lại thử uống mà mấy bạn đánh_giá không ngon,negative
đặt ly trà chanh thêm numberv phần trân_châu mà quán chỉ ship trà_chanh,negative
cafe hôm_nay đắng quá,negative
uống quán nhiều lần nhưng lần đầu uống cafe sữa số numberv này nó dở_kinh,negative
ly milo dầm không bỏ trân_châu,negative
mình uống cafe thường_xuyên quán này nhưng hôm_nay mình note đậm cafe ít sữa mà quán bỏ sữa ngọt quá mai mấy bạn pha_chế có thấy mà đậm cafe ít sữa bỏ đá ngoài thì nhớ ít sữa thôi nhé mình cảm_ơn,negative
hơi ngọt kem hay sữa để kiến vào rồi nha,negative
bạc xỉu ngọt quá phần không đá nhưng khá loãng,negative
đặt trà sữa nhưng giao cafe cũng không nhận được thông_tin thay_đổi thức uống,negative
chưa lân nào điên máu như lần này quán bán rác cho khách uống hả hút toàn cái gì nhựa nhựa xốp xốp nhiều lắm không phải mỗi chừng này đâu nuốt vài cái bực không chịu được đặt nhiều lần rồi có lần đặt có mấy sợi gì cứng cứng nhỏ nhỏ chả hiểu quán này làm_ăn sao,negative
hôm_nay làm chậm đặt bạc xỉu mà đắng phải pha thêm sữa mong quán cải_thiện hơn,negative
hay đặt đồ quán mà không biết sao nay trong ly có một sợi kẽm nhỏ nhai một hồi mới biết,negative
hôm_nay làm hơi đắng,negative
em đặt cà_phê muối trân_châu đen vẫn thu pricev mà đưa một ly cà_phê muối bình_thường pricev em hay đặt mà hôm_nay ship sai sản_phẩm thời_gian ship là numberv phút,negative
mình hay uống cafe muối đây nhưng hôm_nay cafe quá ngọt không thích lắm,negative
hơi ít sữa,negative
trên ap trà sữa ful thạch mà ship về có miếng thạch nào luôn,negative
thực_đơn thiếu trà đá nên bổ_sung vào những ap khác như now beamin đều có mà bên này không có không hiểu sao,negative
mình dùng nhiều bên quán xin thêm trà thì tính phí mình ok đơn_giản đặt size thì giao size chơi gì kì,negative
mình dặn numberv ly không đá mà quán bỏ numberv ly có đá mình mang đi xa chứ không uống ngay mà,negative
bỏ ly bé tý nhiều đường kem hơi cứng,negative
không giống hình ly pricev mà chất_lượng không như hình numberv ly là numberv bạn chê numberv lần và mãi_mãi,negative
bạc xỉu mà như này ít vãi đạn numberv ngụm bờ hết ly mẹ rồi người khác bán đầy ra,negative
bún khá nhạt mắm quá ít không chan được mấy quán làm đậm vị mức_độ cay thì ok hơn,negative
hơi ít xíu ăn sáng trễ thì ok,negative
mình đặt cơm thập_cẩm về phát_hiện cánh_gà có trứng dòi nhìn tởm thật_sự quán làm_ăn thất_đức vậy khách_hàng ngộ_độc thì sao,negative
mua rút xương nhưng giao có xương chân gà nhạt khá thất_vọng,negative
đề_nghị nhân_viên check bil cho kĩ nha tôi mua nước dừa nha đam mà đi giao nước dừa chân châu trắng,negative
do không biết nên đặt mua mà quán để nguyên trái dừa không cắt ra giúp,negative
dở ít tương mặn không hợp_khẩu_vị trà sửa thì không cho ống hút,negative
không nghỉ pricev mà nhiều đến vậy quá bất_ngờ đến quán wowo wowo nhìu quá quá hài_lòng vừa ghi xong đánh_giá quay lại hết mất,negative
dính tóc bún khô quá quán cần cải_thiện về vệ_sinh đồ ăn ngon sẹp hom khư tằm lào,negative
đặt sốt thái giao chua_cay gà ít mà sả tắc thì nhiều bù lại đóng_gói đẹp chua_cay ăn cũng ổn chân gà ít,negative
cái nước nho nó dở thật_sự qủa nho và nước nho chả liên_quan gì tưởng như siro nho pha nước_vậy nước dâu_tằm thì ngon mà nay hết nên đặt qua nước nho numberv lần và mãi_mãi,negative
ngọt quá,negative
đặt numberv size numberv size mà giao numberv size quán làm_ăn mất uy_tín quá không mua lần numberv,negative
không biết quán có bỏ nhầm hay không mà nó cay khủng_khiếp mình thuộc dạng ăn cay được mà vừa ăn vừa uống numberv cốc nước ăn numberv ngày rồi đến giờ bụng vẫn xôn_xao,negative
thiếu thạch_trắng,negative
đậm vị đáng thử,negative
đặt phần thêm có rầu riêng nhưng khi nhận thì không có sầu_riêng,negative
đậu_xanh bị hư mùi sữa_chua_loét như kiểu để lâu lắm rồi uống numberv ngụm nhổ ra liền luôn trời nắng đặt ly nước uống cho mát mà chán không chịu được,negative
toping khoai_môn bị thiu vị chua và khó uống,negative
nước ép dâu hay bỏ đá vào xay vậy quán làm_ăn thế này thì chết rồi dâu thì không nghe mùi dâu gì hết thà đá không còn dễ uống đằng này chua_lè chua_lét không nghe vị dâu cũng chả ra thể_thống nước ép gì vãi cả bỏ đá vào xay pricev quá tệ,negative
pricev quá đắt luôn lúc trước ly lớn nay ly không bằng ly pricev nữa có lộn không vậy quán,negative
dám bán cho khách_hàng thịt bò loại tệ như_vậy làm_ăn chán quá,negative
numberv cục thịt numberv cục cà_rốt thật_sự là pricev thì quá thất_vọng,negative
hộp cơm như thế này mà bán pricev không khác gì hộp pricev cả bán quá đắt,negative
suất cơm gà numberv cành rất chất_lượng chán không muốn nói mọi nên cân_nhắc trước khi mua,negative
đặt bánh_canh gạo thì đem bột lọc mà mình không ăn được bánh_canh bột lọc giờ còn để đây không có ai ăn,negative
cho đũa mà cho numberv cái bẻ đôi hả đặt quẩy cho quá nhiều chưa hỏi khách đã bỏ vào ăn không hết,negative
hơi ít thịt phù_hợp ăn sáng trễ or giữa buổi,negative
bánh_mì cứng ngắt luôn bánh_bao vỏ mềm thơm còn nhân bánh bị cứng quá,negative
ba hưng thì ok rồi nhưng lên ap tăng_giá dữ quá percentv như anh quân thì ok chứ lên tới percentv thì chắc mua lần đầu có mã thôi,negative
mình đặt bánh chà_bông kẹp combo numberv cái sao lại giao cho mình numberv cái bánh khác vậy,negative
mua vị matcha mà không thấy matcha mấy mà còn hơi có vị khét ful toping mà không thấy toping mấy,negative
đóng_gói đá riêng hộp ok_la trà sữa dâu này hơi không được ngon lắm,negative
không xứng_đáng là trà sữa đặc_biệt không có thạch đào như mô_tả,negative
mua trà sữa không cho ống hút cho quán numberv sao về cách phục_vụ khách_hàng,negative
trà sữa hơi nhạt không đậm vị pricev numberv ly thấy không đúng với chất_lượng,negative
đùi gà nhỏ so với giá tiền cơm ngon canh bình_thường nói_chung không ổn,negative
cơm không đáng với giá pricev,negative
chuẩn_bị sơ_sài mắm không tỏi ớt không dưa chua hy_vọng quán lưu_ý hơn pricev mà quá tệ,negative
dặn bỏ numberv đôi đũa mà quán bỏ thiếu nha,negative
có sâu trong rau ăn mấy lần rồi mà lần này quá thất_vọng,negative
rau có vài lá xà_lách bị úa bị hỏng,negative
numberv phần hồ_lô pricev mà chỉ được numberv cây,negative
cơm gà chiên mà ra gà luộc mềm_nhũn không giòn thịt bở nói_chung là không hài_lòng,negative
gà chiên mắm mà làm như kiểu gà kho vậy ngọt quá cần khắc_phục,negative
đặt cơm gà xối mỡ giao cơm gà khác là răng để hỏi ý_kiến chưa mà tự bán tự đổi,negative
cơm nhão ít nói_chung ăn cũng tạm mong cho thêm kim chi numberv tí,negative
mình biết tại_sao quán rồi cơm dở với ít vậy bảo sao không mở hộp cơm ra chả muốn ăn_mặc_dù đói vl cả nhà,negative
đặt cơm gà chiên mắm pricev hết món nên đổi qua gà kho xả pricev nhưng khách vẫn thanh_toán pricev mà phần ăn nhận như thế này đây,negative
nhiều nhưng không ngon rất nhạt với cả giao đến nơi nó cứng như đang nhai da trâu_vậy mong tiệm xem_lại vẫn cho hài_lòng vì toping nhiều,negative
